TEST#	TYPE	SIZE	CREATE	FIND-MIN	IN-ORDER
8	AVL	250	41446	487	6582	13409
8	AVL	260	43153	488	6827	14141
8	AVL	270	44372	487	7070	14871
8	AVL	280	46079	488	7070	15847
8	AVL	290	47541	487	7314	16091
8	AVL	300	52417	487	7558	16335
8	AVL	310	53880	488	7801	16579
8	AVL	320	52661	487	8046	17310
8	AVL	330	57050	488	8289	17797
8	AVL	340	72897	487	8533	18529
8	AVL	350	57049	487	8777	18529
8	AVL	360	59976	732	9265	19992
8	AVL	370	60707	488	9508	20236
8	AVL	380	62657	487	9508	20236
8	AVL	390	81673	731	9752	20723
8	AVL	400	68996	732	10240	21454
8	AVL	410	67777	488	10240	22186
8	AVL	420	69727	731	10483	22917
8	AVL	430	92401	488	10728	22917
8	AVL	440	71678	487	10727	23649
8	AVL	450	73628	488	11215	24137
8	AVL	460	75334	731	11215	24624
8	AVL	470	96789	488	11703	25356
8	AVL	480	99959	488	11947	25843
8	AVL	490	83137	488	11947	26330
8	AVL	500	81430	487	12190	29744
8	AVL	510	83137	488	12434	27549
8	AVL	520	84843	488	12677	28037
8	AVL	530	102884	488	13166	29500
8	AVL	540	105566	488	13652	29256
8	AVL	550	106054	487	13653	30231
8	AVL	560	108248	488	13897	30720
8	AVL	570	109467	488	13897	31206
8	AVL	580	116538	488	14141	31694
8	AVL	590	118732	488	14628	32426
8	AVL	600	125070	487	14872	44128
8	AVL	610	120926	487	15116	33401
8	AVL	620	121170	487	15360	33401
8	AVL	630	125314	487	15603	33644
8	AVL	640	126777	488	15603	34376
8	AVL	650	106054	487	16091	34863
8	AVL	660	107273	731	16335	35351
8	AVL	670	109223	487	16579	36082
8	AVL	680	131166	488	17067	36570
8	AVL	690	176757	732	16823	37058
8	AVL	700	137017	488	17067	37301
8	AVL	710	117513	488	18772	37790
8	AVL	720	117513	488	17797	38277
8	AVL	730	137261	488	17554	39009
8	AVL	740	140186	487	18041	39496
8	AVL	750	123364	488	18529	40227
8	AVL	760	144087	731	18529	40472
8	AVL	770	181633	488	21942	41203
8	AVL	780	163103	487	18773	41690
8	AVL	790	183095	731	19260	42421
8	AVL	800	149451	488	19992	46078
8	AVL	810	131896	488	19748	43640
8	AVL	820	153108	488	19748	44128
8	AVL	830	158228	488	19992	44371
8	AVL	840	157740	731	20235	45103
8	AVL	850	159934	488	20967	46323
8	AVL	860	140186	732	22918	46322
8	AVL	870	165298	488	21210	46810
8	AVL	880	142868	488	21455	47541
8	AVL	890	162128	487	21698	48517
8	AVL	900	164079	731	21942	51686
8	AVL	910	239413	487	22430	49248
8	AVL	920	169930	731	22186	49736
8	AVL	930	168224	488	22918	50710
8	AVL	940	179438	488	23405	51442
8	AVL	950	156765	488	23405	51442
8	AVL	960	173831	488	23405	59731
8	AVL	970	180169	731	23649	52417
8	AVL	980	159203	487	23892	53636
8	AVL	990	182608	488	23648	53636
8	AVL	1000	181876	487	24136	54368
8	AVL	1010	187727	487	24380	55099
8	AVL	1020	222103	487	24624	55830
8	AVL	1030	184315	488	24868	56562
8	AVL	1040	192847	731	25111	57050
8	AVL	1050	209182	488	25843	58513
8	AVL	1060	197479	731	27062	62169
8	AVL	1070	198698	731	26087	59000
8	AVL	1080	192116	488	26575	59731
8	AVL	1090	197480	488	26818	60219
8	AVL	1100	196992	488	27062	61438
8	AVL	1110	203087	488	26819	64851
8	AVL	1120	200893	488	27062	62901
8	AVL	1130	201380	487	27306	63388
8	AVL	1140	212108	488	27550	66558
8	AVL	1150	206500	487	27549	63633
8	AVL	1160	211863	732	27794	65827
8	AVL	1170	208938	488	28281	67777
8	AVL	1180	215034	488	29013	65583
8	AVL	1190	215764	731	29256	69240
8	AVL	1200	215521	488	39252	66071
8	AVL	1210	224055	488	29256	68265
8	AVL	1220	216009	488	31451	68265
8	AVL	1230	218446	488	29988	67777
8	AVL	1240	221372	731	29987	68752
8	AVL	1250	224786	488	30232	68508
8	AVL	1260	227955	487	30231	69240
8	AVL	1270	255261	488	30232	69484
8	AVL	1280	227467	487	30963	69971
8	AVL	1290	226492	487	31206	70459
8	AVL	1300	230881	488	31695	70946
8	AVL	1310	228686	731	33888	71678
8	AVL	1320	239170	731	32182	74359
8	AVL	1330	235025	487	32182	73140
8	AVL	1340	241608	487	32669	74116
8	AVL	1350	252092	488	33401	74604
8	AVL	1360	242583	487	33157	75335
8	AVL	1370	240145	731	32913	75823
8	AVL	1380	260381	732	32914	76067
8	AVL	1390	245265	731	33401	76310
8	AVL	1400	247702	731	33645	76797
8	AVL	1410	245508	487	33888	76798
8	AVL	1420	250873	488	34620	77773
8	AVL	1430	268426	488	37058	78260
8	AVL	1440	253798	488	34863	79479
8	AVL	1450	271352	488	35352	79236
8	AVL	1460	255992	488	34863	79967
8	AVL	1470	275740	732	35351	80454
8	AVL	1480	262330	488	35839	81918
8	AVL	1490	277446	731	35839	82893
8	AVL	1500	261600	488	38521	82161
8	AVL	1510	275009	731	36082	83868
8	AVL	1520	272083	487	37058	83380
8	AVL	1530	273302	487	41203	83624
8	AVL	1540	287930	488	38033	84599
8	AVL	1550	273546	488	37545	84843
8	AVL	1560	277446	488	37790	85087
8	AVL	1570	291587	488	37546	86062
8	AVL	1580	278422	487	38277	86550
8	AVL	1590	274765	731	38276	87282
8	AVL	1600	299876	731	39008	88500
8	AVL	1610	298902	488	38765	96545
8	AVL	1620	281835	731	41934	91182
8	AVL	1630	285493	732	41203	90450
8	AVL	1640	285493	488	41690	89963
8	AVL	1650	302071	732	39984	94352
8	AVL	1660	309629	975	42178	91426
8	AVL	1670	292075	487	40959	92401
8	AVL	1680	300608	487	40227	92157
8	AVL	1690	295732	488	40715	92645
8	AVL	1700	299633	488	40472	95082
8	AVL	1710	493455	731	49248	98009
8	AVL	1720	306459	731	41690	101909
8	AVL	1730	316942	487	41446	96546
8	AVL	1740	319381	731	52905	99715
8	AVL	1750	329865	488	41934	98740
8	AVL	1760	323769	732	41690	101909
8	AVL	1770	321087	731	41690	96546
8	AVL	1780	323038	488	42422	99715
8	AVL	1790	311579	488	42665	97764
8	AVL	1800	322550	488	43641	102397
8	AVL	1810	317918	488	43397	99471
8	AVL	1820	314260	731	43641	103128
8	AVL	1830	315723	488	43397	101178
8	AVL	1840	334984	488	44860	101666
8	AVL	1850	337909	487	44616	102640
8	AVL	1860	341079	487	47785	103616
8	AVL	1870	323037	488	44372	104591
8	AVL	1880	325963	488	45347	109467
8	AVL	1890	339372	487	45347	105323
8	AVL	1900	350344	732	45104	105322
8	AVL	1910	329377	488	45347	106054
8	AVL	1920	328157	488	45834	108979
8	AVL	1930	350100	732	46323	109467
8	AVL	1940	349124	488	46322	107517
8	AVL	1950	335959	731	46566	108492
8	AVL	1960	352050	487	47054	109223
8	AVL	1970	356926	487	46810	111661
8	AVL	1980	355463	488	46810	112149
8	AVL	1990	363509	487	47785	111174
8	AVL	2000	345468	488	49980	112880
8	AVL	2010	395934	487	48029	111905
8	AVL	2020	351319	731	48029	114587
8	AVL	2030	364728	732	52418	114099
8	AVL	2040	365947	488	48273	116293
8	AVL	2050	365947	488	49004	117269
8	AVL	2060	492236	488	49979	116049
8	AVL	2070	371554	487	49004	115562
8	AVL	2080	361315	488	50467	115806
8	AVL	2090	372286	488	49248	118488
8	AVL	2100	357658	488	51930	119463
8	AVL	2110	383257	732	50711	175294
8	AVL	2120	377649	731	50954	118975
8	AVL	2130	365947	488	51442	119951
8	AVL	2140	385939	731	100202	138236
8	AVL	2150	438112	732	53881	152864
8	AVL	2160	473951	732	56806	139211
8	AVL	2170	400079	731	53149	132872
8	AVL	2180	403493	488	53880	126290
8	AVL	2190	403736	731	59244	138967
8	AVL	2200	406418	732	54612	139455
8	AVL	2210	476877	731	54611	139699
8	AVL	2220	396909	487	54124	127752
8	AVL	2230	413244	731	53880	129702
8	AVL	2240	480290	731	56806	130677
8	AVL	2250	386426	731	54855	131409
8	AVL	2260	430067	488	70703	137261
8	AVL	2270	406174	488	54368	134335
8	AVL	2280	410563	488	54612	129946
8	AVL	2290	613894	975	83868	213814
8	AVL	2300	410806	487	55099	135067
8	AVL	2310	414951	975	55343	145062
8	AVL	2320	700931	731	112636	213571
8	AVL	2330	414951	488	56562	138967
8	AVL	2340	427385	732	57782	144574
8	AVL	2350	417145	487	56318	135066
8	AVL	2360	426410	732	56562	138723
8	AVL	2370	426410	488	57537	139454
8	AVL	2380	425190	732	57537	136285
8	AVL	2390	426166	488	57537	138724
8	AVL	2400	424459	488	57049	138235
8	AVL	2410	428603	487	58025	136529
8	AVL	2420	445426	731	58024	140674
8	AVL	2430	431285	731	58025	140917
8	AVL	2440	438844	487	59000	137260
8	AVL	2450	468100	731	58512	141405
8	AVL	2460	472488	732	59488	138723
8	AVL	2470	534901	487	63388	142136
8	AVL	2480	469806	487	70215	145306
8	AVL	2490	446646	731	59244	151157
8	AVL	2500	438112	488	59731	144818
8	AVL	2510	501501	487	60706	145794
8	AVL	2520	457373	488	60463	157009
8	AVL	2530	447620	487	60707	141405
8	AVL	2540	469319	731	60707	141892
8	AVL	2550	449571	488	60951	142381
8	AVL	2560	450790	732	60951	142381
8	AVL	2570	479314	487	61682	143843
8	AVL	2580	452253	488	64607	144087
8	AVL	2590	475902	488	62170	144331
8	AVL	2600	485654	488	87525	169199
8	AVL	2610	743840	976	104103	262331
8	AVL	2620	493455	732	63633	168467
8	AVL	2630	469075	731	66558	298414
8	AVL	2640	482241	732	64364	163347
8	AVL	2650	725555	732	67046	235025
8	AVL	2660	491993	731	64851	163347
8	AVL	2670	492480	732	65096	194797
8	AVL	2680	479071	732	64852	154326
8	AVL	2690	493943	732	65096	154083
8	AVL	2700	479315	488	65583	151889
8	AVL	2710	480778	731	66314	151157
8	AVL	2720	499550	731	65826	155058
8	AVL	2730	486385	487	65583	155302
8	AVL	2740	483459	487	66801	156521
8	AVL	2750	501257	488	66558	158227
8	AVL	2760	488335	487	66314	154327
8	AVL	2770	489310	487	67533	156765
8	AVL	2780	506377	731	67045	174075
8	AVL	2790	519055	731	76554	202112
8	AVL	2800	520761	732	68265	163591
8	AVL	2810	548311	488	68265	156765
8	AVL	2820	556844	488	68509	159690
8	AVL	2830	498331	488	67045	159446
8	AVL	2840	518567	488	67777	165542
8	AVL	2850	547336	731	68020	159446
8	AVL	2860	518567	488	72165	196505
8	AVL	2870	533195	732	69972	169442
8	AVL	2880	510034	488	69972	161397
8	AVL	2890	512716	488	70215	168955
8	AVL	2900	511740	487	70946	167735
8	AVL	2910	512716	487	114587	166273
8	AVL	2920	514422	488	70215	166273
8	AVL	2930	514422	731	69483	169443
8	AVL	2940	513203	488	69972	165786
8	AVL	2950	573179	488	70947	167979
8	AVL	2960	531976	488	75335	177001
8	AVL	2970	541484	487	71190	165297
8	AVL	2980	540753	732	71190	166273
8	AVL	2990	600241	731	72165	170661
8	AVL	3000	539778	732	71678	167005
9	AVL	10	2438	488	731	975
9	AVL	20	4145	487	975	1706
9	AVL	30	5363	244	1219	2194
9	AVL	40	7070	487	1463	2681
9	AVL	50	9021	487	1707	3414
9	AVL	60	10483	487	1950	3413
9	AVL	70	11946	488	2194	4145
9	AVL	80	29988	488	2438	4632
9	AVL	90	15359	487	2682	5120
9	AVL	100	17066	488	2926	5852
9	AVL	110	18529	487	3169	6095
9	AVL	120	20235	488	3169	7070
9	AVL	130	22186	488	3901	7558
9	AVL	140	23405	488	3657	7801
9	AVL	150	24867	487	3901	8289
9	AVL	160	26574	488	4144	8776
9	AVL	170	50467	488	4876	9752
9	AVL	180	29988	488	4633	9752
9	AVL	190	31938	487	5120	10239
9	AVL	200	51199	488	5364	11215
9	AVL	210	34863	487	5608	11215
9	AVL	220	37058	487	5851	11946
9	AVL	230	56562	487	5851	12678
9	AVL	240	40471	488	6339	13166
9	AVL	250	41934	488	6583	13653
9	AVL	260	43884	487	6826	14384
9	AVL	270	45104	488	7071	14628
9	AVL	280	48517	487	7070	15603
9	AVL	290	49248	488	7801	16335
9	AVL	300	50224	488	7558	16335
9	AVL	310	51930	488	7558	16822
9	AVL	320	52418	488	8289	17066
9	AVL	330	75335	487	8533	17797
9	AVL	340	55831	487	8777	18529
9	AVL	350	78748	488	8777	18772
9	AVL	360	59244	487	9021	19260
9	AVL	370	60707	488	9264	19748
9	AVL	380	79967	487	9752	19991
9	AVL	390	64120	731	9752	20723
9	AVL	400	65583	488	9996	21210
9	AVL	410	85331	488	10240	21698
9	AVL	420	68264	487	10483	22186
9	AVL	430	70215	731	10483	22674
9	AVL	440	88987	487	10727	23892
9	AVL	450	91914	732	11215	24136
9	AVL	460	75091	488	11458	24380
9	AVL	470	77041	487	11702	25356
9	AVL	480	78016	488	11703	29012
9	AVL	490	97033	488	12190	26331
9	AVL	500	124827	488	12677	27062
9	AVL	510	100934	488	12434	27306
9	AVL	520	84599	487	12921	28281
9	AVL	530	86306	488	13166	28525
9	AVL	540	90451	488	13410	29256
9	AVL	550	89475	488	16578	30475
9	AVL	560	91182	488	13897	30963
9	AVL	570	95570	488	13897	30963
9	AVL	580	97277	487	14141	31695
9	AVL	590	96058	487	14628	32182
9	AVL	600	98984	488	15116	33400
9	AVL	610	99715	731	14872	33889
9	AVL	620	100690	488	15360	33888
9	AVL	630	102884	731	15360	35351
9	AVL	640	104347	487	15847	34376
9	AVL	650	122877	488	15847	34620
9	AVL	660	125314	487	16091	35351
9	AVL	670	126777	487	16578	35839
9	AVL	680	127752	731	16822	36571
9	AVL	690	112392	488	17066	39984
9	AVL	700	113856	487	17066	36814
9	AVL	710	135554	488	17310	38033
9	AVL	720	136773	487	17554	38521
9	AVL	730	123120	488	17554	38520
9	AVL	740	121901	487	18285	39252
9	AVL	750	140674	487	18529	39984
9	AVL	760	142868	488	18773	40715
9	AVL	770	128240	488	19261	40959
9	AVL	780	144087	487	19017	41446
9	AVL	790	146281	487	19260	41690
9	AVL	800	131165	487	19748	42666
9	AVL	810	153351	488	21454	43640
9	AVL	820	159446	487	19992	43884
9	AVL	830	204062	732	19992	44372
9	AVL	840	154570	731	20479	46566
9	AVL	850	143112	488	21210	45591
9	AVL	860	156765	488	20723	45835
9	AVL	870	141161	487	21211	46566
9	AVL	880	177731	487	21455	47054
9	AVL	890	179438	487	21454	47541
9	AVL	900	168710	732	21942	53393
9	AVL	910	174074	731	22186	49736
9	AVL	920	187727	487	23161	76310
9	AVL	930	187240	488	22918	51686
9	AVL	940	163103	488	23161	51686
9	AVL	950	187240	731	23161	51930
9	AVL	960	179926	487	23405	53149
9	AVL	970	183582	487	23161	53149
9	AVL	980	184070	731	24136	54124
9	AVL	990	184314	487	24136	54124
9	AVL	1000	184315	732	24624	55831
9	AVL	1010	186996	487	24624	55099
9	AVL	1020	191872	731	24624	56562
9	AVL	1030	196505	732	24868	58513
9	AVL	1040	195042	731	25111	57538
9	AVL	1050	194310	732	25843	58757
9	AVL	1060	254042	488	26331	60462
9	AVL	1070	194554	487	26331	59487
9	AVL	1080	226248	732	61195	75091
9	AVL	1090	178463	488	27306	63876
9	AVL	1100	208207	487	27793	65095
9	AVL	1110	206744	731	27794	66558
9	AVL	1120	205768	487	27550	63388
9	AVL	1130	255261	732	27794	66558
9	AVL	1140	232831	487	28281	65095
9	AVL	1150	262574	487	27793	66558
9	AVL	1160	216008	731	28281	65826
9	AVL	1170	264037	731	29500	70459
9	AVL	1180	216253	488	29013	67046
9	AVL	1190	220153	731	29500	66315
9	AVL	1200	219909	731	29500	72897
9	AVL	1210	219666	488	29256	67777
9	AVL	1220	224054	731	29500	68508
9	AVL	1230	239414	488	29744	69971
9	AVL	1240	240389	488	30231	68996
9	AVL	1250	355951	731	49491	103616
9	AVL	1260	286711	731	49736	102640
9	AVL	1270	357413	732	50955	106785
9	AVL	1280	242827	732	30963	71433
9	AVL	1290	253554	487	39739	74848
9	AVL	1300	273790	488	31451	72653
9	AVL	1310	241851	731	32425	76798
9	AVL	1320	240388	487	32669	75822
9	AVL	1330	251847	488	32670	82649
9	AVL	1340	251360	732	33158	75578
9	AVL	1350	241608	488	33400	74847
9	AVL	1360	262575	487	33645	92644
9	AVL	1370	263062	487	33401	75579
9	AVL	1380	268669	487	33401	75822
9	AVL	1390	252335	732	33645	76797
9	AVL	1400	421534	975	62413	122876
9	AVL	1410	327183	731	56806	118976
9	AVL	1420	274277	487	35107	78748
9	AVL	1430	290368	731	35351	79480
9	AVL	1440	354489	487	37545	83868
9	AVL	1450	265257	732	35352	83868
9	AVL	1460	276228	488	35351	85818
9	AVL	1470	257943	488	37302	80455
9	AVL	1480	278909	487	35351	80942
9	AVL	1490	265257	732	36327	83380
9	AVL	1500	280616	731	36082	82649
9	AVL	1510	264769	488	35839	86550
9	AVL	1520	270132	487	36570	84599
9	AVL	1530	271595	487	37058	84111
9	AVL	1540	269158	488	37546	84111
9	AVL	1550	288661	487	37301	86305
9	AVL	1560	271352	488	37546	85574
9	AVL	1570	291100	731	38276	86794
9	AVL	1580	293538	488	38521	87038
9	AVL	1590	294269	488	38033	87281
9	AVL	1600	285736	732	39984	97765
9	AVL	1610	284273	488	39740	88500
9	AVL	1620	302558	731	38764	88988
9	AVL	1630	298414	488	39496	88987
9	AVL	1640	286955	488	39496	89719
9	AVL	1650	319868	488	39984	90207
9	AVL	1660	295731	731	39983	94839
9	AVL	1670	315479	731	40958	98496
9	AVL	1680	308897	487	40958	92401
9	AVL	1690	312310	731	41446	96546
9	AVL	1700	322062	732	41203	97033
9	AVL	1710	315236	731	40958	101178
9	AVL	1720	299389	488	40959	94839
9	AVL	1730	301583	488	44372	95083
9	AVL	1740	307191	731	41933	96790
9	AVL	1750	301096	487	41690	98740
9	AVL	1760	349369	488	42422	100203
9	AVL	1770	309385	731	42909	98009
9	AVL	1780	309384	487	43153	98740
9	AVL	1790	329132	487	43153	99227
9	AVL	1800	392034	488	43884	99471
9	AVL	1810	335959	488	44372	99959
9	AVL	1820	332789	731	43397	100690
9	AVL	1830	333765	488	48029	101421
9	AVL	1840	330840	732	44616	102153
9	AVL	1850	325720	488	44860	106541
9	AVL	1860	330596	488	45104	106054
9	AVL	1870	343761	488	44860	105079
9	AVL	1880	340592	488	45591	104835
9	AVL	1890	340835	488	45348	106786
9	AVL	1900	326451	488	45103	105566
9	AVL	1910	438843	487	58756	117025
9	AVL	1920	351563	732	46079	107273
9	AVL	1930	335959	487	66802	109467
9	AVL	1940	353757	487	47297	110930
9	AVL	1950	354488	487	47298	108979
9	AVL	1960	342054	732	49736	112149
9	AVL	1970	358389	488	47298	109467
9	AVL	1980	362777	487	47541	110443
9	AVL	1990	341079	488	46810	114830
9	AVL	2000	361558	488	47785	111418
9	AVL	2010	343761	731	47785	111905
9	AVL	2020	367410	488	48029	113368
9	AVL	2030	366190	731	50467	113125
9	AVL	2040	368385	488	48273	113855
9	AVL	2050	369117	488	48517	116538
9	AVL	2060	371798	731	49248	116049
9	AVL	2070	382769	732	49736	120682
9	AVL	2080	378624	487	49248	116049
9	AVL	2090	358633	488	49736	117269
9	AVL	2100	379600	487	50711	141892
9	AVL	2110	380819	488	51442	122389
9	AVL	2120	379843	731	51442	120926
9	AVL	2130	437624	731	51198	120438
9	AVL	2140	367898	732	50955	119951
9	AVL	2150	386182	731	53149	126289
9	AVL	2160	386913	731	53149	122633
9	AVL	2170	401786	731	53149	124826
9	AVL	2180	402761	731	53636	132628
9	AVL	2190	397641	731	54612	131409
9	AVL	2200	400323	731	56074	128240
9	AVL	2210	400322	487	54368	123363
9	AVL	2220	383501	732	54125	128972
9	AVL	2230	404955	731	54368	136529
9	AVL	2240	406174	732	55587	128240
9	AVL	2250	406418	488	54125	133604
9	AVL	2260	412025	487	54611	136285
9	AVL	2270	429579	731	54611	139698
9	AVL	2280	406418	488	54856	127265
9	AVL	2290	396666	731	54855	146281
9	AVL	2300	416901	732	55831	149207
9	AVL	2310	414707	488	101421	133847
9	AVL	2320	417145	487	55343	132141
9	AVL	2330	416413	487	55831	132385
9	AVL	2340	458104	731	56318	132141
9	AVL	2350	419096	488	56805	137260
9	AVL	2360	427385	488	56563	137017
9	AVL	2370	425922	488	57781	136529
9	AVL	2380	472001	732	61438	153351
9	AVL	2390	442501	732	60951	155546
9	AVL	2400	478583	732	63877	142624
9	AVL	2410	433480	488	57538	137017
9	AVL	2420	605116	731	75335	190897
9	AVL	2430	434942	487	58756	140674
9	AVL	2440	433236	731	58269	138723
9	AVL	2450	438356	731	58512	138968
9	AVL	2460	433967	731	62413	179194
9	AVL	2470	436161	487	59244	137992
9	AVL	2480	457616	732	116294	158228
9	AVL	2490	442744	487	58756	143356
9	AVL	2500	448108	731	59975	142137
9	AVL	2510	448596	732	60463	146281
9	AVL	2520	453471	487	60219	143356
9	AVL	2530	462736	487	60707	141892
9	AVL	2540	572447	732	61926	157009
9	AVL	2550	451034	488	61682	143599
9	AVL	2560	450546	488	63876	141892
9	AVL	2570	469319	732	61926	167980
9	AVL	2580	473464	731	61682	143600
9	AVL	2590	469563	732	62901	171880
9	AVL	2600	556843	487	61925	149938
9	AVL	2610	461274	731	62413	148719
9	AVL	2620	490773	732	82162	171149
9	AVL	2630	692154	975	114099	160422
9	AVL	2640	466393	731	63388	147500
9	AVL	2650	472244	487	64120	151889
9	AVL	2660	499063	488	80455	156277
9	AVL	2670	477365	732	64120	191141
9	AVL	2680	490042	731	67533	159202
9	AVL	2690	477852	732	65339	156521
9	AVL	2700	481996	487	68996	151157
9	AVL	2710	482240	487	66558	152620
9	AVL	2720	481753	731	66314	178950
9	AVL	2730	503451	488	66315	157252
9	AVL	2740	493699	732	67533	165785
9	AVL	2750	483459	487	66314	163103
9	AVL	2760	501989	488	70703	159203
9	AVL	2770	505158	488	66070	159447
9	AVL	2780	499794	488	67777	159934
9	AVL	2790	497356	731	67777	173344
9	AVL	2800	496381	487	67045	165298
9	AVL	2810	550993	488	67534	158959
9	AVL	2820	517592	732	67534	162860
9	AVL	2830	499551	488	67533	156521
9	AVL	2840	508084	488	68021	163347
9	AVL	2850	502964	488	68996	161154
9	AVL	2860	499551	488	68265	158228
9	AVL	2870	510521	731	69239	166760
9	AVL	2880	520761	488	69727	160178
9	AVL	2890	537583	488	69484	163591
9	AVL	2900	541728	731	72409	164567
9	AVL	2910	535390	732	70946	184802
9	AVL	2920	531245	732	69728	161884
9	AVL	2930	543191	731	72165	198455
9	AVL	2940	533195	488	70459	163591
9	AVL	2950	535389	487	69727	201868
9	AVL	2960	602923	732	72409	180658
9	AVL	2970	550018	488	71191	165785
9	AVL	2980	523686	487	73141	173100
9	AVL	2990	527100	488	73385	166273
9	AVL	3000	535877	488	73141	186264
10	AVL	10	2682	488	731	1219
10	AVL	20	3901	488	975	1706
10	AVL	30	5607	487	1219	2194
10	AVL	40	7314	488	1463	2682
10	AVL	50	11459	488	1707	3169
10	AVL	60	10728	488	1951	3901
10	AVL	70	12190	487	1950	4388
10	AVL	80	13653	487	2438	4633
10	AVL	90	15360	488	2682	5120
10	AVL	100	17310	488	2925	5852
10	AVL	110	18773	488	3169	6095
10	AVL	120	20724	732	3413	7314
10	AVL	130	21455	488	3657	7801
10	AVL	140	23405	488	3901	8045
10	AVL	150	24868	488	3900	8533
10	AVL	160	26574	731	4388	9020
10	AVL	170	28525	487	4388	9996
10	AVL	180	37058	487	4876	10240
10	AVL	190	57294	488	6095	14384
10	AVL	200	33888	731	5607	12190
10	AVL	210	35108	732	5608	12678
10	AVL	220	36571	488	5852	12190
10	AVL	230	38521	487	6339	13653
10	AVL	240	64364	488	6582	14628
10	AVL	250	42177	487	6583	15359
10	AVL	260	43153	487	6826	14628
10	AVL	270	44372	488	7070	23405
10	AVL	280	46322	487	7314	16335
10	AVL	290	52174	487	7314	16335
10	AVL	300	49736	488	10971	16822
10	AVL	310	51198	731	7801	17309
10	AVL	320	54612	731	8045	18286
10	AVL	330	55099	487	8533	18285
10	AVL	340	77529	731	8533	18529
10	AVL	350	61438	488	8776	18529
10	AVL	360	78016	488	9265	19504
10	AVL	370	61194	488	9264	19992
10	AVL	380	66071	488	9752	20236
10	AVL	390	85575	488	9996	20967
10	AVL	400	66071	488	10240	21211
10	AVL	410	67046	488	10483	21699
10	AVL	420	92645	488	10484	22186
10	AVL	430	88988	487	10971	22918
10	AVL	440	72165	487	10971	23161
10	AVL	450	73384	487	11215	24136
10	AVL	460	99959	488	11702	25843
10	AVL	470	94839	732	11947	25599
10	AVL	480	78748	488	11702	25843
10	AVL	490	79723	488	12191	26087
10	AVL	500	81186	487	12190	26818
10	AVL	510	83381	488	12434	27549
10	AVL	520	88500	487	12921	28037
10	AVL	530	109955	487	13165	29012
10	AVL	540	109467	487	13897	30231
10	AVL	550	112149	488	14140	30719
10	AVL	560	116293	487	14141	31207
10	AVL	570	115563	732	14141	32182
10	AVL	580	117513	732	14628	32182
10	AVL	590	118976	732	14872	32670
10	AVL	600	120926	731	15116	33157
10	AVL	610	124339	488	15360	33889
10	AVL	620	128728	732	15360	33888
10	AVL	630	128483	488	15603	33888
10	AVL	640	126534	732	15604	34376
10	AVL	650	114831	488	15604	35351
10	AVL	660	108005	488	16335	35351
10	AVL	670	109223	488	16823	36083
10	AVL	680	132872	488	16823	37058
10	AVL	690	133847	487	17066	37302
10	AVL	700	136041	487	17066	37302
10	AVL	710	134578	487	17310	38033
10	AVL	720	118001	488	17798	38764
10	AVL	730	139454	731	17798	41690
10	AVL	740	142380	488	20480	39984
10	AVL	750	145549	488	18285	40471
10	AVL	760	125802	488	21699	40715
10	AVL	770	155302	732	20480	41934
10	AVL	780	148719	488	19260	42178
10	AVL	790	186021	487	19504	82648
10	AVL	800	156520	731	19748	43153
10	AVL	810	151645	488	25600	43397
10	AVL	820	157984	488	19748	49492
10	AVL	830	163835	487	19748	44372
10	AVL	840	137017	487	20479	44860
10	AVL	850	157984	488	20967	45591
10	AVL	860	140918	487	20967	45834
10	AVL	870	161153	731	21211	46322
10	AVL	880	142624	487	21455	47298
10	AVL	890	160665	487	21455	47542
10	AVL	900	146038	488	21699	48273
10	AVL	910	168954	488	21942	49248
10	AVL	920	172612	732	22430	50223
10	AVL	930	210157	487	22674	75335
10	AVL	940	197723	731	28281	58269
10	AVL	950	155059	731	27306	52174
10	AVL	960	178220	488	23405	52905
10	AVL	970	180901	488	23648	53149
10	AVL	980	171149	487	23648	61438
10	AVL	990	280860	732	37058	81918
10	AVL	1000	384964	487	24624	61682
10	AVL	1010	163591	487	24380	55343
10	AVL	1020	183583	731	24380	58268
10	AVL	1030	184314	732	24868	56562
10	AVL	1040	186021	732	25356	57049
10	AVL	1050	191629	3657	25599	58756
10	AVL	1060	196504	487	25599	58024
10	AVL	1070	196016	488	26087	58756
10	AVL	1080	192360	488	26330	59488
10	AVL	1090	198211	488	27305	60951
10	AVL	1100	200649	488	27550	62170
10	AVL	1110	200893	488	27306	62658
10	AVL	1120	221372	487	27305	65095
10	AVL	1130	247459	731	27062	64364
10	AVL	1140	236976	731	27793	63633
10	AVL	1150	260380	488	27305	65339
10	AVL	1160	210888	487	28037	65826
10	AVL	1170	214546	487	28037	71190
10	AVL	1180	213327	487	28281	66558
10	AVL	1190	220885	732	29013	66558
10	AVL	1200	211621	732	29013	66070
10	AVL	1210	219910	732	29013	67533
10	AVL	1220	216008	488	29500	70215
10	AVL	1230	221129	488	29987	68020
10	AVL	1240	221860	488	29500	68508
10	AVL	1250	227711	731	29744	68752
10	AVL	1260	225761	488	30475	69240
10	AVL	1270	223566	731	32913	69971
10	AVL	1280	227711	487	30963	70214
10	AVL	1290	234294	488	31451	129459
10	AVL	1300	248435	732	31938	72409
10	AVL	1310	230637	487	31938	72165
10	AVL	1320	246240	488	37790	72166
10	AVL	1330	236001	488	31938	72653
10	AVL	1340	237220	731	32670	73385
10	AVL	1350	240145	731	32669	74116
10	AVL	1360	241364	488	33157	74604
